Date,California,Texas,Florida,New York,Pennsylvania,Illinois,Ohio,Georgia,North Carolina,Michigan,New Jersey,Virginia,Washington,Arizona,Massachusetts,Tennessee,Indiana,Maryland,Missouri,Wisconsin,Colorado,Minnesota,South Carolina,Alabama,Louisiana,Kentucky,Oregon,Oklahoma,Connecticut,Utah,Iowa,Nevada,Arkansas,Mississippi,Kansas,New Mexico,Nebraska,Idaho,West Virginia,Hawaii,New Hampshire,Maine,Rhode Island,Montana,Delaware,South Dakota,North Dakota,Alaska,District of Columbia,Vermont,Wyoming
8/31/2022,753511.9944,304731.7547,388711.9712,444491.5493,248149.7543,243286.3372,208881.2842,314314.7422,314615.6648,228854.4389,465813.785,357288.8474,588276.3633,454242.4544,564773.8233,304173.7919,221876.0256,395496.1381,230256.9298,270417.0097,551186.93,324552.5133,280299.4683,219379.0488,209198.4925,189916.8208,502564.6579,191638.8017,350894.1621,538221.6241,204162.3441,450581.1615,195824.1515,177801.5348,206725.8914,282940.4211,239173.2943,479039.3194,153891.4254,845510.3392,420174.5767,364359.1311,413655.5213,452609.2468,360690.7131,290939.7492,251667.199,349169.9026,642729.2281,365641.0873,327671.4739
9/30/2022,746113.0236,304074.0584,389089.34,442916.2682,247192.1968,242003.3561,208485.8882,313871.4827,314270.4972,227327.1466,464222.1747,356103.9854,579486.8277,449052.024,560717.7995,303463.6386,221217.1436,392892.7363,229436.5163,269532.3113,545229.9827,322161.0172,280440.8043,219250.976,207836.2932,189811.512,496678.8217,191998.2198,350125.7817,530429.411,203978.9742,445997.3511,195638.7265,177569.918,206689.9609,282289.7753,238445.8691,471578.464,153377.7018,840029.1427,418783.8502,361936.2889,411409.2398,448312.4458,359549.1704,290139.882,251303.9944,348734.0424,634593.9869,364169.0394,327562.7334
10/31/2022,739452.1413,303133.6734,388607.1411,441079.1348,246894.2072,241144.296,208208.0667,313137.4177,313672.8412,226297.9429,463068.3264,355291.3272,572851.1865,442609.947,557259.9971,302307.0026,220732.3881,391216.9877,228725.4505,268954.6114,540416.7292,320518.4917,280401.0085,218929.215,206359.9866,189883.575,492125.0788,192377.772,349495.0288,523766.6199,204061.1725,440108.2106,195450.6809,176761.5133,206827.4053,281565.5226,238143.1157,464530.0219,153175.8309,835383.3631,418037.0762,359893.7579,409966.3636,444629.9457,359043.2524,289781.1456,251389.1868,347977.3404,628619.8091,362992.3252,327906.7575
11/30/2022,734217.6193,302141.7192,387901.1183,439516.5022,247092.7867,240663.7151,208123.9591,312233.4536,312975.3224,225540.3885,462539.7203,355056.2641,568381.3509,435622.4464,555309.5972,301077.8511,220597.1646,390336.8269,228318.5095,268943.1737,536708.6759,319493.8063,280298.1013,218389.634,205009.8729,190248.952,488718.4464,192961.1906,349805.5112,518375.9421,204350.0151,433532.7546,195169.5914,175795.6486,207219.1823,281086.6985,238405.0618,457877.0933,152984.554,832331.4876,418339.3691,358923.6672,409735.2224,441693.9994,358732.8488,289741.4309,251672.5176,347086.1229,624175.3386,362632.4363,328612.8466
12/31/2022,729730.6957,300867.1218,387055.8213,437926.8086,247300.7135,240402.5458,208013.4617,311128.284,312074.9441,224998.7048,462822.2622,355178.7772,565028.0394,428754.9126,554818.4798,299876.1196,220679.0767,390194.7291,228151.639,269266.5794,533560.0254,318639.0232,280067.6251,217897.8241,203799.0817,190687.3309,485814.2696,193312.0922,350439.3545,514067.9423,204457.7833,427401.4039,194798.5194,174801.5831,207739.5022,281011.6549,239094.9628,451710.6703,153209.6926,829820.0962,418970.2022,359032.768,409928.3577,439117.336,359046.5172,289844.2804,251729.7658,346480.9277,621135.3199,362463.3323,329091.9839
1/31/2023,722749.9929,299185.3728,385709.2787,436262.9668,247119.2825,239886.8143,207373.6127,309825.3502,310692.1993,224595.8429,464189.6917,355191.728,560656.0276,421893.6474,553953.392,298696.3801,220493.8169,390559.0283,227795.4974,270646.3282,530030.079,317720.4708,279470.1496,217478.0024,202980.7097,190640.5927,482483.7362,193121.4075,350719.0322,510252.3959,203990.4382,421353.0718,194238.1885,173551.1606,207938.0387,280869.0289,239266.9695,445858.1264,152939.1781,825228.2827,418977.5937,359465.9188,409417.4745,435128.9519,359442.2556,289466.7192,250838.6342,345614.3303,618241.2724,363652.3334,328739.9628
2/28/2023,715573.2733,297586.1193,384569.0615,434880.6516,246729.7254,239662.5546,207003.3627,308972.1906,309692.8813,224601.5941,465593.067,355448.7536,557034.2896,416528.751,553278.639,298375.0761,220607.1238,391428.0062,227691.7458,272362.606,526972.3655,317229.8386,278931.1743,217244.243,202386.1003,190627.9783,479863.2919,192863.4193,351519.75,507326.5895,203514.9678,416400.395,193988.6188,172348.9089,207925.2202,281066.1013,239645.5903,441213.5951,152639.9893,820160.4922,419446.5664,360478.2605,409438.9767,431264.1659,360197.8186,288954.8488,249567.6257,344940.2225,616183.3519,364700.3193,328201.9974
3/31/2023,710294.099,296518.713,384105.3057,434975.2474,246883.7868,240056.3894,207269.9381,309080.0408,309657.4711,225199.8693,468269.1294,356295.7766,554780.3244,413357.8113,553826.1458,299035.0171,221112.8946,392760.1028,228203.2672,274903.6897,524392.3722,317487.1228,279039.7551,217602.5156,202749.251,191092.1148,478532.8515,193066.7795,353234.1019,505205.806,203636.3068,412757.0361,194450.1997,171402.0072,208266.4212,281759.4018,240445.9015,437850.8942,152501.2139,816538.07,420778.8122,362246.0968,410699.649,429178.844,361373.1054,289371.2003,249010.9486,344560.6218,614412.9761,366892.5624,328260.2171
4/30/2023,709712.5719,296150.3717,384550.2445,436473.7176,247697.511,241403.1937,208613.7672,309994.9022,310685.9849,226343.9289,471948.3857,358086.0493,554717.3527,412271.2409,557132.1994,300651.3173,222517.9391,394489.2551,229683.424,277641.3278,523021.9722,318437.0322,279845.9765,218645.2074,203200.4529,192277.8697,478871.6131,193921.2957,356349.311,503940.4411,204669.8776,410685.8287,195632.9322,171746.3717,209292.9475,283359.814,242188.1288,436150.6001,153004.9558,817947.5247,423703.0577,365604.8941,413998.4231,430694.9779,362854.1325,290531.0553,249521.6343,344758.3374,613196.4392,369122.2376,329195.3912
5/31/2023,712674.4291,296468.6271,385603.0217,438926.1955,249226.1876,243263.322,210543.4192,311488.8032,312293.7134,228005.2017,477222.3681,360633.3417,555989.059,412853.1245,562389.0619,302411.8409,224216.5533,396839.0765,231552.842,280552.3362,522902.497,319794.294,281150.2735,220202.8417,203590.6458,193907.7522,480409.4125,195117.5777,359829.8303,503650.1668,206181.461,409869.533,197226.3801,172883.3427,210878.6547,285423.5298,244250.8629,435760.2848,154301.4665,820971.3587,427247.3571,369738.3831,418242.3234,434417.8564,364557.7881,292040.5421,250559.7371,345427.6664,612345.7475,372437.4388,330914.7498
6/30/2023,717861.2567,297294.3816,387277.3173,441808.6122,251038.6426,245392.0651,212705.8571,313165.088,314199.004,229698.1351,482331.7755,363573.2864,558414.9377,414591.7241,568428.3866,304387.7804,226102.5964,399459.7393,233419.2219,282578.1586,524313.7635,321364.725,282830.2862,221584.9408,203200.3763,195258.635,482721.0654,196244.7695,363845.4372,504712.131,207733.6597,410406.8508,198565.1987,174058.7838,212579.0642,287390.5814,246355.1653,436593.5561,155669.8381,824145.0786,431406.5367,374206.7189,422791.0559,438670.7749,366433.5181,293109.7956,251707.3194,347020.9549,612772.9635,375173.3882,332954.3105
7/31/2023,724853.1437,298038.0489,388980.0346,444865.0383,252802.1107,247382.5603,214671.3625,314847.8738,315989.0195,231014.6721,486447.3728,366198.8194,561315.5409,416992.8773,574208.7246,305983.5998,227609.8385,401483.8833,234864.8969,283646.1392,526372.9813,322687.6799,284208.1311,222261.3251,202322.1744,196070.5014,484848.416,197026.5166,368450.516,506382.5723,208904.4264,411905.3937,199279.1626,174761.6915,213999.4557,289016.6821,248027.8364,437708.1057,156793.5387,826111.9936,435649.0683,377854.4553,427103.4463,442144.4221,368271.4326,293452.6381,252199.5001,348463.3405,614102.429,377005.4461,334631.794
8/31/2023,732764.7543,298615.1433,390667.4097,447971.3223,254491.9955,249340.1674,216233.263,316516.2271,317748.6527,232201.624,489937.267,368411.8928,564376.3875,419598.9714,579869.8391,307540.7979,228813.5903,402988.8021,236138.5508,284819.1077,528610.732,323768.0492,285426.8925,222312.1288,201280.8535,196393.1088,486604.3777,197435.484,373496.0037,508165.5124,209726.8431,414388.686,199279.9835,174997.3795,215258.9695,290555.9194,249262.4813,439348.7054,157443.5152,828373.92,440241.4114,381170.5636,430902.7911,444784.1323,370050.6286,293618.2944,252454.8667,349760.1345,615595.9549,379551.0107,336277.2311
9/30/2023,740325.1275,298652.9011,391840.8817,450607.3677,255810.4809,250837.4022,217397.0637,317973.1558,319192.9986,233123.9836,492944.1186,370219.0498,566701.2726,421765.6403,584961.0074,308768.3574,229618.0241,403769.8257,237078.5338,286114.3484,530447.3095,324524.971,286281.1222,222106.4411,200243.3611,196832.11,487438.4368,197664.4801,378116.3197,509329.9143,210168.1583,416768.9487,199219.714,175099.7464,216237.291,291889.3493,249839.2165,440676.054,157548.1887,830567.7988,444653.9051,384115.2594,433956.751,446697.2785,371884.0048,293447.6243,251909.9212,349972.2618,616141.5425,382258.4903,337610.2837
10/31/2023,746472.6191,298423.7317,392904.1324,452476.0229,256703.1847,252041.8488,218216.13,319165.8708,320323.7383,233858.1811,495846.1295,371544.9385,568346.0046,423568.1494,589253.1808,309795.1956,230053.178,404251.8803,237658.5305,286891.4683,531605.3183,324667.1575,287064.9973,221926.1292,199312.3634,197457.7314,487750.2041,198107.127,381629.4613,510835.7781,210484.4056,418963.9102,199259.8248,174931.7595,216853.5409,293040.2705,249973.4443,442087.1754,157498.4518,830193.0145,448250.918,386587.7023,436519.858,447821.8965,373328.6609,293181.3422,251027.6459,349554.9302,615290.8636,384154.6492,338887.5302
